label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC7225,ESO 532-33 ,PISCES,12.2,autumn,2,22.21833333,-25.85,Galaxy,pF;S;lE;bM,
NGC7229,ESO 467-24 ,PISCES,12.5,autumn,1.8,22.235,-28.61666667,Galaxy,F;pL;R;vglbM ,
NGC7258,ESO 467-49 ,PISCES,13.1,autumn,1.4,22.38333333,-27.65,Galaxy,vF;S;E;glbM;biN?,
NGC7259,ESO 467-50 ,PISCES,13.1,autumn,1.1,22.385,-27.05,Galaxy,eF;pL;R;vlbM ,
NGC7262,ESO 405-17 ,PISCES,13.8,autumn,0.7,22.39166667,-31.63333333,Galaxy,eF;S;R;lbM,
NGC7267,ESO 405-18 ,PISCES,12.2,autumn,1.6,22.40666667,-32.3,Galaxy,cB;pS;vlE;glbM;B*** sp ,
NGC7268,ESO 467-57 ,PISCES,16,autumn,1.3,22.42833333,-30.8,Galaxy,F;cS;vlE;p of 2,
NGC7277,ESO 467-59 ,PISCES,13.3,autumn,1.5,22.43666667,-30.85,Galaxy,F;cS;vlE;f of 2,
NGC7279,ESO 405-21 ,PISCES,13.8,autumn,1.2,22.45333333,-34.86666667,Galaxy,vF;pS;R;vgvlbM ,
NGC7289,ESO 405-23 ,PISCES,13.2,autumn,1.3,22.48833333,-34.53333333,Galaxy,vF;S;R;gbM,
NGC7294,ESO 533-44 ,PISCES,12.5,autumn,2,22.535,-24.6,Galaxy,vF;vS;R ,
NGC7306,ESO 468-11 ,PISCES,12.7,autumn,1.7,22.555,-26.75,Galaxy,vF;S;lE;*11 p ,
NGC7313,ESO 533-52 ,PISCES,14.1,autumn,0.7,22.59166667,-25.9,Galaxy,eF;E ,
NGC7314,ESO 533-53 ,PISCES,11,autumn,4.6,22.59666667,-25.95,Galaxy,cF;L;mE0;vlbM ,
NGC7361,IC 5237 ,PISCES,12.3,autumn,3.9,22.705,-29.95,Galaxy,F;pL;vmE0;vgvlbM,
IC5269,ESO 406-32 ,PISCES,12.2,autumn,1.7,22.96166667,-35.96666667,Galaxy,vF;pS;mE;spindle shaped ,
IC5271,ESO 406-34 ,PISCES,11.6,autumn,2.6,22.96666667,-32.25,Galaxy,pF;pS;mE 145 deg;cbM,
NGC7802,UGC 12902,PISCIS AUSTRINUS,13.5,autumn,1.1,0.016666667,6.233333333,Galaxy,vF;S;R;psbM,
NGC7804, ,PISCIS AUSTRINUS,99.9,autumn,,0.021666667,7.75,2 Star - ,vF;D*;nebulous?,
NGC7809,MCG 0- 1- 19,PISCIS AUSTRINUS,14.6,autumn,0.5,0.036666667,2.933333333,Galaxy,eF;vS,
NGC7811,MCG 0- 1- 20,PISCIS AUSTRINUS,14.6,autumn,0.4,0.04,3.35,Galaxy,vF;S;R;stellar ,
NGC7816,UGC16,PISCIS AUSTRINUS,12.8,autumn,1.7,0.063333333,7.483333333,Galaxy,vF;pL;R;gbM,
NGC7818,UGC21,PISCIS AUSTRINUS,14,autumn,1,0.07,7.383333333,Galaxy,eeF;pS;v diffic;sf 7816 ,
NGC7820,UGC28,PISCIS AUSTRINUS,12.9,autumn,1.3,0.075,5.2,Galaxy,pF;vS;vsmbM;*14 sp ,
NGC7824,UGC34,PISCIS AUSTRINUS,13.2,autumn,1.6,0.085,6.916666667,Galaxy,pF;S;R;*10np ,
NGC7825,UGC37,PISCIS AUSTRINUS,15.5,autumn,1,0.085,5.2,Galaxy,vF;S;gbM ,
NGC7827,UGC38,PISCIS AUSTRINUS,13.9,autumn,1.2,0.091666667,5.216666667,Galaxy,vF;S;R;*12-13 nf,
NGC7830, ,PISCIS AUSTRINUS,99.9,autumn,,0.1,8.35,1 Star - ,eF;neb13 m ,
NGC7832,IC 5386 ,PISCIS AUSTRINUS,13.3,autumn,1.9,0.108333333,-2.283333333,Galaxy,vF;vS;R;vgpsmbM;2 st 9 sf,
NGC7834,UGC49,PISCIS AUSTRINUS,14.3,autumn,1.1,0.11,8.366666667,Galaxy,eeF;vS,
NGC7835,MCG 1- 1- 31,PISCIS AUSTRINUS,15.5,autumn,0.5,0.113333333,8.433333333,Galaxy,eF;S;R,
NGC7837,MCG 1- 1- 35,PISCIS AUSTRINUS,16,autumn,0.4,0.115,8.35,Galaxy,eF;p of Dneb ,
NGC7838,MCG 1- 1- 36,PISCIS AUSTRINUS,15.5,autumn,0.7,0.115,8.35,Galaxy,eF;f of Dneb ,
NGC7840, ,PISCIS AUSTRINUS,16,autumn,0.4,0.118333333,8.383333333,Galaxy,eF;S ,
NGC3,UGC58,PISCIS AUSTRINUS,13.3,autumn,1.1,0.121666667,8.3,Galaxy,F;vS;R;alm stell,
NGC4, ,PISCIS AUSTRINUS,16,autumn,0.6,0.123333333,8.366666667,Galaxy,eF ,
NGC12,UGC74,PISCIS AUSTRINUS,13.1,autumn,1.6,0.145,4.616666667,Galaxy,eF;pL;vglbM,
NGC33, ,PISCIS AUSTRINUS,99.9,autumn,,0.181666667,3.683333333,2 Star - ,eF;vS;or neb st,
NGC36,UGC 106,PISCIS AUSTRINUS,13.1,autumn,2.2,0.19,6.383333333,Galaxy,vF;pS;iF ,
NGC38,MCG - 1- 1- 47,PISCIS AUSTRINUS,13.5,autumn,1.4,0.196666667,-4.416666667,Galaxy,F;S;R;mbM ,
NGC46, ,PISCIS AUSTRINUS,99.9,autumn,,0.236666667,5.983333333,1 Star - ,Nebula (Auw. 2),
NGC56, ,PISCIS AUSTRINUS,99.9,autumn,,0.255,12.45,Non-existant - ,eF;eL;diff,
NGC57,UGC 145,PISCIS AUSTRINUS,11.6,autumn,2.2,0.258333333,17.33333333,Galaxy,F;S;R;sbM ,
NGC60,UGC 150,PISCIS AUSTRINUS,14.1,autumn,1.3,0.266666667,0.3,Galaxy,eF;vS;R;lbM,
NGC61A,NGC 61-1 ,PISCIS AUSTRINUS,14.4,autumn,1.1,0.273333333,-5.683333333,Galaxy,vF;S;iR;psvlbM ,
NGC61B,NGC 61-2 ,PISCIS AUSTRINUS,15.5,autumn,1.1,0.273333333,-5.683333333,Galaxy,,
UGC156,PGC 1107,PISCIS AUSTRINUS,14.5,autumn,2.7,0.28,12.35,Galaxy,,
NGC63,UGC 167,PISCIS AUSTRINUS,11.6,autumn,1.7,0.296666667,11.45,Galaxy,pF;S;R;sbM,
NGC75,UGC 182,PISCIS AUSTRINUS,13.2,autumn,1.5,0.323333333,6.45,Galaxy,vF;vS;R ,
UGC191,DDO 2 ,PISCIS AUSTRINUS,13.4,autumn,3,0.335,10.88333333,Galaxy,13''-F; pL; nBM at 150X; low surf brightness,
NGC78A,NGC 78-1 ,PISCIS AUSTRINUS,13.7,autumn,1.1,0.34,0.833333333,Galaxy,vF;S;R,
NGC78B,NGC 78-2 ,PISCIS AUSTRINUS,13.5,autumn,0.7,0.341666667,0.833333333,Galaxy,,
NGC95,UGC 214,PISCIS AUSTRINUS,12.5,autumn,2.1,0.37,10.48333333,Galaxy,F;pL;R;gbM,
NGC99,UGC 230,PISCIS AUSTRINUS,13.6,autumn,1.4,0.4,15.76666667,Galaxy,vF;pL;R;gbM,
NGC100,UGC 231,PISCIS AUSTRINUS,13.3,autumn,5.7,0.4,16.48333333,Galaxy,vF;pS;mE ,
NGC106, ,PISCIS AUSTRINUS,15.1,autumn,0.9,0.411666667,-4.85,Galaxy,pF;vS;R;lbM,
NGC105,UGC 241,PISCIS AUSTRINUS,13.2,autumn,1.1,0.421666667,12.88333333,Galaxy,vF;S;R;vlbM,
NGC125,UGC 286,PISCIS AUSTRINUS,12.1,autumn,1.8,0.48,2.833333333,Galaxy,vF;S;bM;Dsp ,
NGC126,MCG 0- 2- 49,PISCIS AUSTRINUS,14.2,autumn,0.8,0.485,2.816666667,Galaxy,vF;S;lE ,
NGC127,MCG 0- 2- 50,PISCIS AUSTRINUS,15.3,autumn,0.8,0.486666667,2.866666667,Galaxy,vF;vS;R;p NGC 128 ,
NGC128,UGC 292,PISCIS AUSTRINUS,11.8,autumn,2.8,0.486666667,2.866666667,Galaxy,pB;pS;lE 2 degrees;bM,
NGC130,MCG 0- 2- 52,PISCIS AUSTRINUS,14.9,autumn,0.7,0.488333333,2.866666667,Galaxy,vF;vS;R;f NGC 128 ,
NGC137,UGC 309,PISCIS AUSTRINUS,12.8,autumn,1.3,0.516666667,10.2,Galaxy,F;iF;lbM ,
NGC138,UGC 308,PISCIS AUSTRINUS,13.6,autumn,1.3,0.516666667,5.166666667,Galaxy,F;eS;sbM ,
NGC139,ZwG 409. 22 ,PISCIS AUSTRINUS,14.3,autumn,0.8,0.518333333,5.083333333,Galaxy,eF;S ,
NGC141,ZwG 409. 27 ,PISCIS AUSTRINUS,15.5,autumn,0.8,0.521666667,5.183333333,Galaxy,vF;vS;iR ,
NGC164,MCG 0- 2- 89,PISCIS AUSTRINUS,16,autumn,0.4,0.608333333,2.75,Galaxy,eF ,
NGC180,UGC 380,PISCIS AUSTRINUS,12.9,autumn,2.4,0.633333333,8.633333333,Galaxy,vF;pL;iR;* np inv ,
NGC182,UGC 382,PISCIS AUSTRINUS,12.4,autumn,1.9,0.636666667,2.733333333,Galaxy,vF;S;iR;vgbM ,
NGC186,UGC 390,PISCIS AUSTRINUS,13.4,autumn,1.4,0.64,3.166666667,Galaxy,F;S;R;lbM ,
NGC190,UGC 397,PISCIS AUSTRINUS,14.5,autumn,0.9,0.648333333,7.066666667,Galaxy,vF;S;lE;sev st nr sp,
NGC190A,MCG 1- 2- 42,PISCIS AUSTRINUS,15.8,autumn,0.6,0.648333333,7.05,Galaxy,,
NGC193,UGC 408,PISCIS AUSTRINUS,12.2,autumn,1.4,0.655,3.333333333,Galaxy,F;L;p of 2;* 15 close sp ,
NGC194,UGC 407,PISCIS AUSTRINUS,12.2,autumn,1.6,0.655,3.033333333,Galaxy,pB;S;R;vgbM,
NGC198,UGC 414,PISCIS AUSTRINUS,13.1,autumn,1.1,0.656666667,2.8,Galaxy,F;S;vgbM ,
NGC199,UGC 415,PISCIS AUSTRINUS,13.6,autumn,1.2,0.66,3.133333333,Galaxy,F;vS;* 8 p 27 sec;45'' s ,
NGC200,UGC 420,PISCIS AUSTRINUS,12.6,autumn,1.7,0.66,2.883333333,Galaxy,pB;S;vgbM ,
NGC202,UGC 420,PISCIS AUSTRINUS,14.3,autumn,0.9,0.661666667,3.533333333,Galaxy,eF;vS;ibM ,
NGC203,NGC 211,PISCIS AUSTRINUS,14,autumn,0.9,0.661666667,3.45,Galaxy,F;R;* 9 sp 8' ,
NGC204,UGC 423,PISCIS AUSTRINUS,12.9,autumn,1.2,0.661666667,3.3,Galaxy,F;pS;R;vgbM;f of 2 ,
NGC211,NGC 203 ,PISCIS AUSTRINUS,15.1,autumn,0.9,0.661666667,3.45,Galaxy,eF;S;mbMN ,
NGC208,MCG 0- 2-118,PISCIS AUSTRINUS,14.3,autumn,0.7,0.671666667,2.75,Galaxy,pF ,
NGC213,UGC 436,PISCIS AUSTRINUS,13.3,autumn,1.7,0.686666667,16.46666667,Galaxy,F;S;bet 2 S st ,
NGC234,UGC 463,PISCIS AUSTRINUS,12.5,autumn,1.6,0.725,14.35,Galaxy,F;pS;ilE;bM,
NGC236,UGC 462,PISCIS AUSTRINUS,13.5,autumn,1.2,0.725,2.95,Galaxy,vF;pL,
NGC240,UGC 473,PISCIS AUSTRINUS,13.5,autumn,1,0.75,6.116666667,Galaxy,vF;S;R;* nr s ,
UGC477,PGC 2699,PISCIS AUSTRINUS,14.2,autumn,3.2,0.77,19.48333333,Galaxy,13''-vF; pS; vE 3X1 in PA 150; sBM at 150X ,
NGC250,UGC 487,PISCIS AUSTRINUS,13.6,autumn,1.1,0.788333333,7.916666667,Galaxy,eF;vS;R;am 3 st,
NGC251,UGC 490,PISCIS AUSTRINUS,13.2,autumn,2.4,0.798333333,19.6,Galaxy,vF;S;R;lbM;* inv;2 vS st f,
NGC257,UGC 493,PISCIS AUSTRINUS,12.6,autumn,1.9,0.8,8.3,Galaxy,PL;lE;gbM;r,
NGC266,UGC 508,PISCIS AUSTRINUS,11.6,autumn,2.9,0.83,32.28333333,Galaxy,pB;pS;lE;psbM;r;* 8 sf 4',
NGC282,MCG 5- 3- 15,PISCIS AUSTRINUS,14.5,autumn,0.8,0.878333333,30.63333333,Galaxy,F;S;R;lbM ,
NGC287,ZwG 501. 33 ,PISCIS AUSTRINUS,15,autumn,0.8,0.891666667,32.48333333,Galaxy,eF;S;R,
NGC295,UGC 562,PISCIS AUSTRINUS,12.6,autumn,2.2,0.918333333,31.55,Galaxy,F;S;R;* 10''n;296 nf,
NGC296,UGC 565,PISCIS AUSTRINUS,15,autumn,1.1,0.923333333,31.68333333,Galaxy,F;LF;* 10 nf 2',
NGC305, ,PISCIS AUSTRINUS,99.9,autumn,,0.938333333,12.06666667,Asterism - ,Cl;S;sc st,
NGC311,UGC 592,PISCIS AUSTRINUS,13,autumn,1.5,0.958333333,30.28333333,Galaxy,pF;vS;R;gbM,
NGC313, ,PISCIS AUSTRINUS,99.9,autumn,,0.963333333,30.36666667,2 Star - ,vF;eS;1' np 315,
NGC315,UGC 597,PISCIS AUSTRINUS,11.2,autumn,3,0.963333333,30.35,Galaxy,pB;pL;R;gbM;* 9 nf 3',
NGC316, ,PISCIS AUSTRINUS,99.9,autumn,,0.965,30.35,1 Star - ,vF;eS;stellar;1'f 315,
NGC318,ZwG 501. 54 ,PISCIS AUSTRINUS,15,autumn,0.5,0.968333333,30.43333333,Galaxy,vF;vS;R;bM,
NGC326,UGC 601;IV Zw 35 ,PISCIS AUSTRINUS,13.2,autumn,1.5,0.973333333,26.86666667,Galaxy,F;lE;* 9-10 sf ,
NGC332,UGC 609,PISCIS AUSTRINUS,15,autumn,1.3,0.98,7.116666667,Galaxy,vF;S;R;sevnr s ,
NGC338,UGC 624,PISCIS AUSTRINUS,12.8,autumn,1.8,1.01,30.66666667,Galaxy,vF;vS;iF;bM,
UGC634,PGC 3667,PISCIS AUSTRINUS,14.6,autumn,1.9,1.023333333,7.616666667,Galaxy,,
NGC354,UGC 645;Mrk 353 ,PISCIS AUSTRINUS,13.4,autumn,0.8,1.055,22.35,Galaxy,vF;vS;R;vSinv;* 14 close p ,
NGC370, ,PISCIS AUSTRINUS,99.9,autumn,,1.111666667,32.43333333,4 Star - ,vF;* 13 s1 5'';dif ,
NGC372, ,PISCIS AUSTRINUS,99.9,autumn,,1.111666667,32.43333333,4 Star - ,stellar;mbM;r ,
NGC373, ,PISCIS AUSTRINUS,16.6,autumn,0.3,1.116666667,32.31666667,Galaxy,vF;vS,
NGC374,UGC 680,PISCIS AUSTRINUS,13.4,autumn,1.1,1.118333333,32.8,Galaxy,F;S;bet 2 st 15,
NGC375,Arp 331 ,PISCIS AUSTRINUS,16,autumn,0.9,1.118333333,32.35,Galaxy,vF;vS,
NGC379,UGC 683,PISCIS AUSTRINUS,12.9,autumn,1.4,1.121666667,32.51666667,Galaxy,pF;S;R;bM ,
NGC380,UGC 682,PISCIS AUSTRINUS,12.5,autumn,1.3,1.121666667,32.48333333,Galaxy,pF;S;R;sbM,
NGC382,UGC 688;Arp 331 ,PISCIS AUSTRINUS,13.2,autumn,0.9,1.123333333,32.4,Galaxy,vF;S;R;sp of Dneb ,
NGC383,UGC 689,PISCIS AUSTRINUS,12.4,autumn,2,1.123333333,32.41666667,Galaxy,pF;pL;R;gbM;nf Dneb ,
NGC384,UGC 686;Arp 331 ,PISCIS AUSTRINUS,13.1,autumn,1.1,1.123333333,32.3,Galaxy,pF;pS;sp of 2 ,
NGC385,UGC 687;Arp 331 ,PISCIS AUSTRINUS,13,autumn,1.1,1.125,32.31666667,Galaxy,pF;pS;R;nf of 2,
NGC386,MCG 5- 3- 57,PISCIS AUSTRINUS,14.3,autumn,0.4,1.125,32.36666667,Galaxy,cF;S;R,
NGC387, ,PISCIS AUSTRINUS,16,autumn,0.3,1.126666667,32.38333333,Galaxy,vF;S;R,
NGC388,MCG 5- 3- 59,PISCIS AUSTRINUS,14.3,autumn,0.3,1.13,32.31666667,Galaxy,vF;S;R,
NGC390, ,PISCIS AUSTRINUS,99.9,autumn,,1.131666667,32.43333333,1 Star - ,vF;vS;stellar ,
NGC396, ,PISCIS AUSTRINUS,16,autumn,0.4,1.135,4.533333333,Galaxy,eF;S;lE ,
NGC392,UGC 700,PISCIS AUSTRINUS,12.7,autumn,1.2,1.14,33.13333333,Galaxy,F;vS;R;mbM;bet 2 st ,
NGC394,MCG 5- 3- 63,PISCIS AUSTRINUS,15,autumn,0.6,1.14,33.15,Galaxy,F;S;50'' nf 392,
NGC397,MCG 5- 3- 64,PISCIS AUSTRINUS,15.5,autumn,0.3,1.141666667,33.11666667,Galaxy,eF;S;R;vfp ,
NGC398,MCG 5- 3- 65,PISCIS AUSTRINUS,15.5,autumn,0.3,1.148333333,32.51666667,Galaxy,vF;vS;stellar ,
NGC399,UGC 712,PISCIS AUSTRINUS,13.6,autumn,0.9,1.15,32.63333333,Galaxy,vF;S;R,
NGC400, ,PISCIS AUSTRINUS,99.9,autumn,,1.15,32.73333333,1 Star - ,eF;vS;GC 217 f ,
NGC401, ,PISCIS AUSTRINUS,99.9,autumn,,1.151666667,32.76666667,1 Star - ,eF;stellar;217 f,
NGC402, ,PISCIS AUSTRINUS,99.9,autumn,,1.153333333,32.8,1 Star - ,eF;vS;R;217 s 3',
NGC403,UGC 715,PISCIS AUSTRINUS,12.5,autumn,1.8,1.153333333,32.75,Galaxy,vF;pS;cE;* 11 s 85'',
NGC407,UGC 730,PISCIS AUSTRINUS,13.4,autumn,1.8,1.176666667,33.11666667,Galaxy,vF;vS;sp of 2 ,
NGC408, ,PISCIS AUSTRINUS,99.9,autumn,,1.181666667,33.15,1 Star - ,vF;vS;410 foll 8'' ,
NGC410,UGC 735,PISCIS AUSTRINUS,11.5,autumn,2.3,1.183333333,33.15,Galaxy,pB;pL;nf of 2 ,
NGC414,UGC 744,PISCIS AUSTRINUS,14.5,autumn,0.7,1.188333333,33.11666667,Galaxy,vF;S;iR;mbM;410 np ,
NGC420,UGC 752,PISCIS AUSTRINUS,12.1,autumn,2,1.203333333,32.11666667,Galaxy,F;pS;R;bM ,
NGC421, ,PISCIS AUSTRINUS,99.9,autumn,,1.203333333,32.11666667,Non-existant - ,eF;vS,
NGC437,UGC 788,PISCIS AUSTRINUS,12.8,autumn,1.3,1.24,5.933333333,Galaxy,pF;vS;R;Fnp ,
NGC443,IC 1653 ,PISCIS AUSTRINUS,13,autumn,0.8,1.251666667,33.38333333,Galaxy,F;S;R;*15 p 8' on parallel,
NGC447,IC 1556 ,PISCIS AUSTRINUS,14,autumn,2.2,1.26,33.06666667,Galaxy,F;pL;bM;*11 nf ,
NGC444,IC 1658 ,PISCIS AUSTRINUS,14.3,autumn,1.9,1.263333333,31.08333333,Galaxy,vF;mE135;lbM ,
NGC455,UGC 815;Arp 164 ,PISCIS AUSTRINUS,12.6,autumn,2,1.266666667,5.183333333,Galaxy,F;vS;alm stell ,
NGC446,IC 89 ,PISCIS AUSTRINUS,15.5,autumn,2,1.268333333,4.3,Galaxy,F;vS;stellar ,
NGC449,IC 1656 ,PISCIS AUSTRINUS,14.2,autumn,0.8,1.268333333,33.08333333,Galaxy,vF;vS;R;vlbM;vFinv,
NGC451,IC 1661 ,PISCIS AUSTRINUS,13.9,autumn,0.7,1.27,33.06666667,Galaxy,vF;vS;R;vlbM ,
NGC452,UGC 820,PISCIS AUSTRINUS,12.6,autumn,2.5,1.271666667,31.03333333,Galaxy,vF;E;*9 np;S* nf;v nr,
NGC453, ,PISCIS AUSTRINUS,99.9,autumn,,1.271666667,33.01666667,3 Star - ,vF;vS;R;vFinv,
ANDII,PGC 4601,PISCIS AUSTRINUS,13.5,autumn,2,1.273333333,33.41666667,Galaxy,13''-eF;pL;nBM;irR;somewhat mottled at 100X ,
NGC459,UGC 832,PISCIS AUSTRINUS,14.4,autumn,0.9,1.301666667,17.56666667,Galaxy,eF ,
NGC462,NPM1G +03 047,PISCIS AUSTRINUS,15.7,autumn,0.4,1.303333333,4.233333333,Galaxy,eF;vS;stellar ,
NGC463,UGC 840,PISCIS AUSTRINUS,15,autumn,1,1.316666667,16.31666667,Galaxy,eF;vS;R;lbM,
NGC467,UGC 848,PISCIS AUSTRINUS,11.9,autumn,2,1.32,3.3,Galaxy,pB;pL;R;gbM,
NGC469,MCG 2- 4- 23,PISCIS AUSTRINUS,15,autumn,0.7,1.326666667,14.86666667,Galaxy,eF;S;R,
NGC470,UGC 858,PISCIS AUSTRINUS,11.8,autumn,2.9,1.328333333,3.416666667,Galaxy,pB;L;iR ,
NGC468,IC 92 ,PISCIS AUSTRINUS,15,autumn,0.7,1.33,32.76666667,Galaxy,vF;eS;stellar ,
NGC473,UGC 859,PISCIS AUSTRINUS,12.5,autumn,1.9,1.331666667,16.55,Galaxy,eF;S ,
NGC471,UGC 861,PISCIS AUSTRINUS,13.3,autumn,1,1.333333333,14.78333333,Galaxy,neb *12m ,
NGC475,IC 97 ,PISCIS AUSTRINUS,16.5,autumn,0.3,1.333333333,14.86666667,Galaxy,eF;S ,
NGC474,UGC 864,PISCIS AUSTRINUS,11.5,autumn,6.1,1.335,3.416666667,Galaxy,pB;S;smbM; f of 2 ,
NGC476,MCG 3- 4- 23,PISCIS AUSTRINUS,15,autumn,0.5,1.338333333,16.01666667,Galaxy,eF;vS;stellar ,
NGC472,UGC 870,PISCIS AUSTRINUS,14,autumn,1.3,1.341666667,32.7,Galaxy,eF;vS;*9..10 p 14';vdif ,
UGC891,PGC 4913,PISCIS AUSTRINUS,14.3,autumn,3.1,1.353333333,12.41666667,Galaxy,,
NGC479,UGC 893,PISCIS AUSTRINUS,13.9,autumn,1.1,1.355,3.866666667,Galaxy,eF;S;R,
NGC485,UGC 895,PISCIS AUSTRINUS,13,autumn,1.8,1.358333333,7.016666667,Galaxy,cF;pL;R;*8 sp 3.5' ,
NGC486, ,PISCIS AUSTRINUS,15.5,autumn,,1.361666667,5.35,2 Star - ,eF;eS;stel;5'N of 488,
NGC488,UGC 907,PISCIS AUSTRINUS,10.3,autumn,5.4,1.363333333,5.25,Galaxy,pB;L;R;svmbM;*8F10' , H 
NGC483,UGC 906,PISCIS AUSTRINUS,13.1,autumn,0.7,1.365,33.51666667,Galaxy,vF;VS,
NGC489,UGC 908,PISCIS AUSTRINUS,12.6,autumn,1.7,1.365,9.2,Galaxy,pB;S;E,
NGC490,MCG 1- 4- 35,PISCIS AUSTRINUS,14.3,autumn,0.7,1.366666667,5.366666667,Galaxy,vF;vS;R;8' nf 488 ,
NGC492,MCG 1- 4- 38,PISCIS AUSTRINUS,15.5,autumn,0.7,1.37,5.416666667,Galaxy,eF;vS;R ,
NGC500,MCG 1- 4- 40,PISCIS AUSTRINUS,15,autumn,0.8,1.378333333,5.383333333,Galaxy,vF;vS;mbM;*11 nf 1' ,
NGC494,UGC 919,PISCIS AUSTRINUS,12.9,autumn,2,1.381666667,33.16666667,Galaxy,vF;pL;E;3f*S ,
NGC495,UGC 920,PISCIS AUSTRINUS,12.9,autumn,1.2,1.381666667,33.46666667,Galaxy,vF;S;1st of 3 ,
NGC502,UGC 922,PISCIS AUSTRINUS,12.8,autumn,1.1,1.381666667,9.05,Galaxy,cB;S;R;bMN,
NGC505,UGC 924,PISCIS AUSTRINUS,13.8,autumn,0.9,1.383333333,9.466666667,Galaxy,vF;vS;stellar ,
NGC496,UGC 927,PISCIS AUSTRINUS,13.3,autumn,1.6,1.386666667,33.53333333,Galaxy,vF;vS;2nd of 3 ,
NGC498,MCG 5- 4- 37,PISCIS AUSTRINUS,16,autumn,0.3,1.386666667,33.48333333,Galaxy,eeF;np 499,
NGC499,IC 1686 ,PISCIS AUSTRINUS,12.1,autumn,1.7,1.386666667,33.46666667,Galaxy,pB;pL;R;3rd of 3,
NGC501,ZwG 502. 62 ,PISCIS AUSTRINUS,14.5,autumn,0.4,1.39,33.43333333,Galaxy,vF;S ,
NGC509,UGC 932,PISCIS AUSTRINUS,13.4,autumn,1.3,1.39,9.433333333,Galaxy,vF;S;E,
NGC503,MCG 5- 4- 40,PISCIS AUSTRINUS,14.1,autumn,0.9,1.391666667,33.33333333,Galaxy,eF;eS;D*4' sp ,
NGC504,UGC 935,PISCIS AUSTRINUS,13,autumn,1.7,1.391666667,33.2,Galaxy,vF;S ,
NGC511,UGC 936,PISCIS AUSTRINUS,13.7,autumn,1.2,1.391666667,11.28333333,Galaxy,eF;vS;S* inv;S* att ,
NGC506, ,PISCIS AUSTRINUS,99.9,autumn,,1.393333333,33.25,1 Star - ,vF;vS;sp 507 ,
NGC507,UGC 938,PISCIS AUSTRINUS,11.2,autumn,4,1.395,33.25,Galaxy,vF;pL;R;bM;s of 2 ,
NGC508,UGC 939,PISCIS AUSTRINUS,13.1,autumn,1.3,1.395,33.28333333,Galaxy,vF;S;N of 2,
NGC510, ,PISCIS AUSTRINUS,99.9,autumn,,1.398333333,33.5,2 Star - ,vF;vS;lE ,
NGC514,UGC 947,PISCIS AUSTRINUS,11.6,autumn,3.7,1.401666667,12.91666667,Galaxy,F;L;lE;vglbM;**F,
NGC516,UGC 946,PISCIS AUSTRINUS,13.1,autumn,1.4,1.401666667,9.55,Galaxy,eF;S;v diffic;524 f ,
NGC518,UGC 952,PISCIS AUSTRINUS,13.3,autumn,1.6,1.405,9.333333333,Galaxy,F;vS;R,
NGC515,UGC 956,PISCIS AUSTRINUS,13,autumn,1.4,1.41,33.46666667,Galaxy,pF;vS;R;np of 2,
NGC520,UGC 966,PISCIS AUSTRINUS,11.4,autumn,3.7,1.41,3.8,Galaxy,F;cL;E 137 deg ,
NGC517,UGC 960,PISCIS AUSTRINUS,12.4,autumn,2,1.411666667,33.43333333,Galaxy,pF;R;stellar;sf of 2,
NGC522,UGC 970,PISCIS AUSTRINUS,12.9,autumn,2.8,1.413333333,10,Galaxy,eF;pL;iF;(CL+ neb) ,
NGC524,UGC 968,PISCIS AUSTRINUS,10.3,autumn,3.2,1.413333333,9.533333333,Galaxy,vB;pL;mbM;4S* nr, H 
NGC525,UGC 972,PISCIS AUSTRINUS,13.2,autumn,1.5,1.415,9.7,Galaxy,vF;vS;*11 & 12 p 5' ,
NGC532,UGC 982,PISCIS AUSTRINUS,12.9,autumn,2.3,1.421666667,9.266666667,Galaxy,vF;pL;E30;bM ,
Abell194, ,PISCIS AUSTRINUS,13.9,autumn,56,1.425,-0.5,Galaxy clust. - ,,
NGC552, ,PISCIS AUSTRINUS,99.9,autumn,,1.436666667,33.4,1 Star - ,vS;stellar;p of 2 ,
NGC553,ZwG 502. 84 ,PISCIS AUSTRINUS,15.1,autumn,0.6,1.436666667,33.4,Galaxy,vS;stellar;f of 2 ,
NGC566,UGC 1058,PISCIS AUSTRINUS,13.5,autumn,1.6,1.483333333,32.33333333,Galaxy,vF;S;R,
NGC569,UGC 1063,PISCIS AUSTRINUS,13.6,autumn,1,1.485,11.13333333,Galaxy,eF;vS;R ,
NGC571,UGC 1069,PISCIS AUSTRINUS,13.6,autumn,1.3,1.498333333,32.5,Galaxy,vF;pS;*13;14 sp,
NGC575,IC 1710 ,PISCIS AUSTRINUS,12.8,autumn,1.7,1.513333333,21.43333333,Galaxy,eF;pL;iR ,
UGC1102,Arp 306A,PISCIS AUSTRINUS,13.9,autumn,1.4,1.543333333,4.583333333,Galaxy,,
NGC606,UGC 1126,PISCIS AUSTRINUS,13.4,autumn,1.4,1.58,21.41666667,Galaxy,eF;pS;R;vlbM;r?,
NGC628,M 74 ,PISCIS AUSTRINUS,9.4,autumn,10,1.611666667,15.78333333,Galaxy,F;vL;R;vg;psmbM;rr , M
NGC631,UGC 1153,PISCIS AUSTRINUS,13.3,autumn,1.7,1.613333333,5.833333333,Galaxy,vF;S;gbM ,
